from:s1;to:s2;distance:2
from:s8603;to:s8604;distance:17206
from:s8604;to:s8605;distance:17208
from:s8605;to:s8606;distance:17210
from:s8606;to:s8607;distance:17212
from:s8607;to:s8608;distance:17214
from:s8608;to:s8609;distance:17216
from:s8609;to:s8610;distance:17218
from:s8610;to:s8611;distance:17220
from:s8611;to:s8612;distance:17222
from:s8612;to:s8613;distance:17224
from:s8613;to:s8614;distance:17226
from:s8614;to:s8615;distance:17228
from:s8615;to:s8616;distance:17230
from:s8616;to:s8617;distance:17232
from:s8617;to:s8618;distance:17234
from:s8618;to:s8619;distance:17236
from:s8619;to:s8620;distance:17238
from:s8620;to:s8621;distance:17240
from:s8621;to:s8622;distance:17242
from:s8622;to:s8623;distance:17244
from:s8623;to:s8624;distance:17246
from:s8624;to:s8625;distance:17248
from:s8625;to:s8626;distance:17250
from:s8626;to:s8627;distance:17252
from:s8627;to:s8628;distance:17254
from:s8628;to:s8629;distance:17256
from:s8629;to:s8630;distance:17258
from:s8630;to:s8631;distance:17260
from:s8631;to:s8632;distance:17262
from:s8632;to:s8633;distance:17264
from:s8633;to:s8634;distance:17266
from:s8634;to:s8635;distance:17268
from:s8635;to:s8636;distance:17270
from:s8636;to:s8637;distance:17272
from:s8637;to:s8638;distance:17274
from:s8638;to:s8639;distance:17276
from:s8639;to:s8640;distance:17278
from:s8640;to:s8641;distance:17280
from:s8641;to:s8642;distance:17282
from:s8642;to:s8643;distance:17284
from:s8643;to:s8644;distance:17286
from:s8644;to:s8645;distance:17288
from:s8645;to:s8646;distance:17290
from:s8646;to:s8647;distance:17292
from:s8647;to:s8648;distance:17294
from:s8648;to:s8649;distance:17296
from:s8649;to:s8650;distance:17298
from:s8650;to:s8651;distance:17300
from:s8651;to:s8652;distance:17302
from:s8652;to:s8653;distance:17304
from:s8653;to:s8654;distance:17306
from:s8654;to:s8655;distance:17308
from:s8655;to:s8656;distance:17310
from:s8656;to:s8657;distance:17312
from:s8657;to:s8658;distance:17314
from:s8658;to:s8659;distance:17316
from:s8659;to:s8660;distance:17318
from:s8660;to:s8661;distance:17320
from:s8661;to:s8662;distance:17322
from:s8662;to:s8663;distance:17324
from:s8663;to:s8664;distance:17326
from:s8664;to:s8665;distance:17328
from:s8665;to:s8666;distance:17330
from:s8666;to:s8667;distance:17332
from:s8667;to:s8668;distance:17334
from:s8668;to:s8669;distance:17336
from:s8669;to:s8670;distance:17338
from:s8670;to:s8671;distance:17340
from:s8671;to:s8672;distance:17342
from:s8672;to:s8673;distance:17344
from:s8673;to:s8674;distance:17346
from:s8674;to:s8675;distance:17348
from:s8675;to:s8676;distance:17350
from:s8676;to:s8677;distance:17352
from:s8677;to:s8678;distance:17354
from:s8678;to:s8679;distance:17356
from:s8679;to:s8680;distance:17358
from:s8680;to:s8681;distance:17360
from:s8681;to:s8682;distance:17362
from:s8682;to:s8683;distance:17364
from:s8683;to:s8684;distance:17366
from:s8684;to:s8685;distance:17368
from:s8685;to:s8686;distance:17370
from:s8686;to:s8687;distance:17372
from:s8687;to:s8688;distance:17374
from:s8688;to:s8689;distance:17376
from:s8689;to:s8690;distance:17378
from:s8690;to:s8691;distance:17380
from:s8691;to:s8692;distance:17382
from:s8692;to:s8693;distance:17384
from:s8693;to:s8694;distance:17386
from:s8694;to:s8695;distance:17388
from:s8695;to:s8696;distance:17390
from:s8696;to:s8697;distance:17392
from:s8697;to:s8698;distance:17394
from:s8698;to:s8699;distance:17396
from:s8699;to:s8700;distance:17398
from:s8700;to:s8701;distance:17400
from:s8701;to:s8702;distance:17402
from:s8702;to:s8703;distance:17404
from:s8703;to:s8704;distance:17406
from:s8704;to:s8705;distance:17408
from:s8705;to:s8706;distance:17410
from:s8706;to:s8707;distance:17412
from:s8707;to:s8708;distance:17414
from:s8708;to:s8709;distance:17416
from:s8709;to:s8710;distance:17418
from:s8710;to:s8711;distance:17420
from:s8711;to:s8712;distance:17422
from:s8712;to:s8713;distance:17424
from:s8713;to:s8714;distance:17426
from:s8714;to:s8715;distance:17428
from:s8715;to:s8716;distance:17430
from:s8716;to:s8717;distance:17432
from:s8717;to:s8718;distance:17434
from:s8718;to:s8719;distance:17436
from:s8719;to:s8720;distance:17438
from:s8720;to:s8721;distance:17440
from:s8721;to:s8722;distance:17442
from:s8722;to:s8723;distance:17444
from:s8723;to:s8724;distance:17446
from:s8724;to:s8725;distance:17448
from:s8725;to:s8726;distance:17450
from:s8726;to:s8727;distance:17452
from:s8727;to:s8728;distance:17454
from:s8728;to:s8729;distance:17456
from:s8729;to:s8730;distance:17458
from:s8730;to:s8731;distance:17460
from:s8731;to:s8732;distance:17462
from:s8732;to:s8733;distance:17464
from:s8733;to:s8734;distance:17466
from:s8734;to:s8735;distance:17468
from:s8735;to:s8736;distance:17470
from:s8736;to:s8737;distance:17472
from:s8737;to:s8738;distance:17474
from:s8738;to:s8739;distance:17476
from:s8739;to:s8740;distance:17478
from:s8740;to:s8741;distance:17480
from:s8741;to:s8742;distance:17482
from:s8742;to:s8743;distance:17484
from:s8743;to:s8744;distance:17486
from:s8744;to:s8745;distance:17488
from:s8745;to:s8746;distance:17490
from:s8746;to:s8747;distance:17492
from:s8747;to:s8748;distance:17494
from:s8748;to:s8749;distance:17496
from:s8749;to:s8750;distance:17498
from:s8750;to:s8751;distance:17500
from:s8751;to:s8752;distance:17502
from:s8752;to:s8753;distance:17504
from:s8753;to:s8754;distance:17506
from:s8754;to:s8755;distance:17508
from:s8755;to:s8756;distance:17510
from:s8756;to:s8757;distance:17512
from:s8757;to:s8758;distance:17514
from:s8758;to:s8759;distance:17516
from:s8759;to:s8760;distance:17518
from:s8760;to:s8761;distance:17520
from:s8761;to:s8762;distance:17522
from:s8762;to:s8763;distance:17524
from:s8763;to:s8764;distance:17526
from:s8764;to:s8765;distance:17528
from:s8765;to:s8766;distance:17530
from:s8766;to:s8767;distance:17532
from:s8767;to:s8768;distance:17534
from:s8768;to:s8769;distance:17536
from:s8769;to:s8770;distance:17538
from:s8770;to:s8771;distance:17540
from:s8771;to:s8772;distance:17542
from:s8772;to:s8773;distance:17544
from:s8773;to:s8774;distance:17546
from:s8774;to:s8775;distance:17548
from:s8775;to:s8776;distance:17550
from:s8776;to:s8777;distance:17552
from:s8777;to:s8778;distance:17554
from:s8778;to:s8779;distance:17556
from:s8779;to:s8780;distance:17558
from:s8780;to:s8781;distance:17560
from:s8781;to:s8782;distance:17562
from:s8782;to:s8783;distance:17564
from:s8783;to:s8784;distance:17566
from:s8784;to:s8785;distance:17568
from:s8785;to:s8786;distance:17570
from:s8786;to:s8787;distance:17572
from:s8787;to:s8788;distance:17574
from:s8788;to:s8789;distance:17576
from:s8789;to:s8790;distance:17578
from:s8790;to:s8791;distance:17580
from:s8791;to:s8792;distance:17582
from:s8792;to:s8793;distance:17584
from:s8793;to:s8794;distance:17586
from:s8794;to:s8795;distance:17588
from:s8795;to:s8796;distance:17590
from:s8796;to:s8797;distance:17592
from:s8797;to:s8798;distance:17594
from:s8798;to:s8799;distance:17596
from:s8799;to:s8800;distance:17598
from:s8800;to:s8801;distance:17600
from:s8801;to:s8802;distance:17602
from:s8802;to:s8803;distance:17604
from:s8803;to:s8804;distance:17606
from:s8804;to:s8805;distance:17608
from:s8805;to:s8806;distance:17610
from:s8806;to:s8807;distance:17612
from:s8807;to:s8808;distance:17614
from:s8808;to:s8809;distance:17616
from:s8809;to:s8810;distance:17618
from:s8810;to:s8811;distance:17620
from:s8811;to:s8812;distance:17622
from:s8812;to:s8813;distance:17624
from:s8813;to:s8814;distance:17626
from:s8814;to:s8815;distance:17628
from:s8815;to:s8816;distance:17630
from:s8816;to:s8817;distance:17632
from:s8817;to:s8818;distance:17634
from:s8818;to:s8819;distance:17636
from:s8819;to:s8820;distance:17638
from:s8820;to:s8821;distance:17640
from:s8821;to:s8822;distance:17642
from:s8822;to:s8823;distance:17644
from:s8823;to:s8824;distance:17646
from:s8824;to:s8825;distance:17648
from:s8825;to:s8826;distance:17650
from:s8826;to:s8827;distance:17652
from:s8827;to:s8828;distance:17654
from:s8828;to:s8829;distance:17656
from:s8829;to:s8830;distance:17658
from:s8830;to:s8831;distance:17660
from:s8831;to:s8832;distance:17662
from:s8832;to:s8833;distance:17664
from:s8833;to:s8834;distance:17666
from:s8834;to:s8835;distance:17668
from:s8835;to:s8836;distance:17670
from:s8836;to:s8837;distance:17672
from:s8837;to:s8838;distance:17674
from:s8838;to:s8839;distance:17676
from:s8839;to:s8840;distance:17678
from:s8840;to:s8841;distance:17680
from:s8841;to:s8842;distance:17682
from:s8842;to:s8843;distance:17684
from:s8843;to:s8844;distance:17686
from:s8844;to:s8845;distance:17688
from:s8845;to:s8846;distance:17690
from:s8846;to:s8847;distance:17692
from:s8847;to:s8848;distance:17694
from:s8848;to:s8849;distance:17696
from:s8849;to:s8850;distance:17698
from:s8850;to:s8851;distance:17700
from:s8851;to:s8852;distance:17702
from:s8852;to:s8853;distance:17704
from:s8853;to:s8854;distance:17706
from:s8854;to:s8855;distance:17708
from:s8855;to:s8856;distance:17710
from:s8856;to:s8857;distance:17712
from:s8857;to:s8858;distance:17714
from:s8858;to:s8859;distance:17716
from:s8859;to:s8860;distance:17718
from:s8860;to:s8861;distance:17720
from:s8861;to:s8862;distance:17722
from:s8862;to:s8863;distance:17724
from:s8863;to:s8864;distance:17726
from:s8864;to:s8865;distance:17728
from:s8865;to:s8866;distance:17730
from:s8866;to:s8867;distance:17732
from:s8867;to:s8868;distance:17734
from:s8868;to:s8869;distance:17736
from:s8869;to:s8870;distance:17738
from:s8870;to:s8871;distance:17740
from:s8871;to:s8872;distance:17742
from:s8872;to:s8873;distance:17744
from:s8873;to:s8874;distance:17746
from:s8874;to:s8875;distance:17748
from:s8875;to:s8876;distance:17750
from:s8876;to:s8877;distance:17752
from:s8877;to:s8878;distance:17754
from:s8878;to:s8879;distance:17756
from:s8879;to:s8880;distance:17758
from:s8880;to:s8881;distance:17760
from:s8881;to:s8882;distance:17762
from:s8882;to:s8883;distance:17764
from:s8883;to:s8884;distance:17766
from:s8884;to:s8885;distance:17768
from:s8885;to:s8886;distance:17770
from:s8886;to:s8887;distance:17772
from:s8887;to:s8888;distance:17774
from:s8888;to:s8889;distance:17776
from:s8889;to:s8890;distance:17778
from:s8890;to:s8891;distance:17780
from:s8891;to:s8892;distance:17782
from:s8892;to:s8893;distance:17784
from:s8893;to:s8894;distance:17786
from:s8894;to:s8895;distance:17788
from:s8895;to:s8896;distance:17790
from:s8896;to:s8897;distance:17792
from:s8897;to:s8898;distance:17794
from:s8898;to:s8899;distance:17796
from:s8899;to:s8900;distance:17798
from:s8900;to:s8901;distance:17800
from:s8901;to:s8902;distance:17802
from:s8902;to:s8903;distance:17804
from:s8903;to:s8904;distance:17806
from:s8904;to:s8905;distance:17808
from:s8905;to:s8906;distance:17810
from:s8906;to:s8907;distance:17812
from:s8907;to:s8908;distance:17814
from:s8908;to:s8909;distance:17816
from:s8909;to:s8910;distance:17818
from:s8910;to:s8911;distance:17820
from:s8911;to:s8912;distance:17822
from:s8912;to:s8913;distance:17824
from:s8913;to:s8914;distance:17826
from:s8914;to:s8915;distance:17828
from:s8915;to:s8916;distance:17830
from:s8916;to:s8917;distance:17832
from:s8917;to:s8918;distance:17834
from:s8918;to:s8919;distance:17836
from:s8919;to:s8920;distance:17838
from:s8920;to:s8921;distance:17840
from:s8921;to:s8922;distance:17842
from:s8922;to:s8923;distance:17844
from:s8923;to:s8924;distance:17846
from:s8924;to:s8925;distance:17848
from:s8925;to:s8926;distance:17850
from:s8926;to:s8927;distance:17852
from:s8927;to:s8928;distance:17854
from:s8928;to:s8929;distance:17856
from:s8929;to:s8930;distance:17858
from:s8930;to:s8931;distance:17860
from:s8931;to:s8932;distance:17862
from:s8932;to:s8933;distance:17864
from:s8933;to:s8934;distance:17866
from:s8934;to:s8935;distance:17868
from:s8935;to:s8936;distance:17870
from:s8936;to:s8937;distance:17872
from:s8937;to:s8938;distance:17874
from:s8938;to:s8939;distance:17876
from:s8939;to:s8940;distance:17878
from:s8940;to:s8941;distance:17880
from:s8941;to:s8942;distance:17882
from:s8942;to:s8943;distance:17884
from:s8943;to:s8944;distance:17886
from:s8944;to:s8945;distance:17888
from:s8945;to:s8946;distance:17890
from:s8946;to:s8947;distance:17892
from:s8947;to:s8948;distance:17894
from:s8948;to:s8949;distance:17896
from:s8949;to:s8950;distance:17898
from:s8950;to:s8951;distance:17900
from:s8951;to:s8952;distance:17902
from:s8952;to:s8953;distance:17904
from:s8953;to:s8954;distance:17906
from:s8954;to:s8955;distance:17908
from:s8955;to:s8956;distance:17910
from:s8956;to:s8957;distance:17912
from:s8957;to:s8958;distance:17914
from:s8958;to:s8959;distance:17916
from:s8959;to:s8960;distance:17918
from:s8960;to:s8961;distance:17920
from:s8961;to:s8962;distance:17922
from:s8962;to:s8963;distance:17924
from:s8963;to:s8964;distance:17926
from:s8964;to:s8965;distance:17928
from:s8965;to:s8966;distance:17930
from:s8966;to:s8967;distance:17932
from:s8967;to:s8968;distance:17934
from:s8968;to:s8969;distance:17936
from:s8969;to:s8970;distance:17938
from:s8970;to:s8971;distance:17940
from:s8971;to:s8972;distance:17942
from:s8972;to:s8973;distance:17944
from:s8973;to:s8974;distance:17946
from:s8974;to:s8975;distance:17948
from:s8975;to:s8976;distance:17950
from:s8976;to:s8977;distance:17952
from:s8977;to:s8978;distance:17954
from:s8978;to:s8979;distance:17956
from:s8979;to:s8980;distance:17958
from:s8980;to:s8981;distance:17960
from:s8981;to:s8982;distance:17962
from:s8982;to:s8983;distance:17964
from:s8983;to:s8984;distance:17966
from:s8984;to:s8985;distance:17968
from:s8985;to:s8986;distance:17970
from:s8986;to:s8987;distance:17972
from:s8987;to:s8988;distance:17974
from:s8988;to:s8989;distance:17976
from:s8989;to:s8990;distance:17978
from:s8990;to:s8991;distance:17980
from:s8991;to:s8992;distance:17982
from:s8992;to:s8993;distance:17984
from:s8993;to:s8994;distance:17986
from:s8994;to:s8995;distance:17988
from:s8995;to:s8996;distance:17990
from:s8996;to:s8997;distance:17992
from:s8997;to:s8998;distance:17994
from:s8998;to:s8999;distance:17996
from:s8999;to:s9000;distance:17998
from:s9000;to:s9001;distance:18000
from:s9001;to:s9002;distance:18002
from:s9002;to:s9003;distance:18004
from:s9003;to:s9004;distance:18006
from:s9004;to:s9005;distance:18008
from:s9005;to:s9006;distance:18010
from:s9006;to:s9007;distance:18012
from:s9007;to:s9008;distance:18014
from:s9008;to:s9009;distance:18016
from:s9009;to:s9010;distance:18018
from:s9010;to:s9011;distance:18020
from:s9011;to:s9012;distance:18022
from:s9012;to:s9013;distance:18024
from:s9013;to:s9014;distance:18026
from:s9014;to:s9015;distance:18028
from:s9015;to:s9016;distance:18030
from:s9016;to:s9017;distance:18032
from:s9017;to:s9018;distance:18034
from:s9018;to:s9019;distance:18036
from:s9019;to:s9020;distance:18038
from:s9020;to:s9021;distance:18040
from:s9021;to:s9022;distance:18042
from:s9022;to:s9023;distance:18044
from:s9023;to:s9024;distance:18046
from:s9024;to:s9025;distance:18048
from:s9025;to:s9026;distance:18050
from:s9026;to:s9027;distance:18052
from:s9027;to:s9028;distance:18054
from:s9028;to:s9029;distance:18056
from:s9029;to:s9030;distance:18058
from:s9030;to:s9031;distance:18060
from:s9031;to:s9032;distance:18062
from:s9032;to:s9033;distance:18064
from:s9033;to:s9034;distance:18066
from:s9034;to:s9035;distance:18068
from:s9035;to:s9036;distance:18070
from:s9036;to:s9037;distance:18072
from:s9037;to:s9038;distance:18074
from:s9038;to:s9039;distance:18076
from:s9039;to:s9040;distance:18078
from:s9040;to:s9041;distance:18080
from:s9041;to:s9042;distance:18082
from:s9042;to:s9043;distance:18084
from:s9043;to:s9044;distance:18086
from:s9044;to:s9045;distance:18088
from:s9045;to:s9046;distance:18090
from:s9046;to:s9047;distance:18092
from:s9047;to:s9048;distance:18094
from:s9048;to:s9049;distance:18096
from:s9049;to:s9050;distance:18098
from:s9050;to:s9051;distance:18100
from:s9051;to:s9052;distance:18102
from:s9052;to:s9053;distance:18104
from:s9053;to:s9054;distance:18106
from:s9054;to:s9055;distance:18108
from:s9055;to:s9056;distance:18110
from:s9056;to:s9057;distance:18112
from:s9057;to:s9058;distance:18114
from:s9058;to:s9059;distance:18116
from:s9059;to:s9060;distance:18118
from:s9060;to:s9061;distance:18120
from:s9061;to:s9062;distance:18122
from:s9062;to:s9063;distance:18124
from:s9063;to:s9064;distance:18126
from:s9064;to:s9065;distance:18128
from:s9065;to:s9066;distance:18130
from:s9066;to:s9067;distance:18132
from:s9067;to:s9068;distance:18134
from:s9068;to:s9069;distance:18136
from:s9069;to:s9070;distance:18138
from:s9070;to:s9071;distance:18140
from:s9071;to:s9072;distance:18142
from:s9072;to:s9073;distance:18144
from:s9073;to:s9074;distance:18146
from:s9074;to:s9075;distance:18148
from:s9075;to:s9076;distance:18150
from:s9076;to:s9077;distance:18152
from:s9077;to:s9078;distance:18154
from:s9078;to:s9079;distance:18156
from:s9079;to:s9080;distance:18158
from:s9080;to:s9081;distance:18160
from:s9081;to:s9082;distance:18162
from:s9082;to:s9083;distance:18164
from:s9083;to:s9084;distance:18166
from:s9084;to:s9085;distance:18168
from:s9085;to:s9086;distance:18170
from:s9086;to:s9087;distance:18172
from:s9087;to:s9088;distance:18174
from:s9088;to:s9089;distance:18176
from:s9089;to:s9090;distance:18178
from:s9090;to:s9091;distance:18180
from:s9091;to:s9092;distance:18182
from:s9092;to:s9093;distance:18184
from:s9093;to:s9094;distance:18186
from:s9094;to:s9095;distance:18188
from:s9095;to:s9096;distance:18190
from:s9096;to:s9097;distance:18192
from:s9097;to:s9098;distance:18194
from:s9098;to:s9099;distance:18196
from:s9099;to:s9100;distance:18198
from:s9100;to:s9101;distance:18200
from:s9101;to:s9102;distance:18202
from:s9102;to:s9103;distance:18204
from:s9103;to:s9104;distance:18206
from:s9104;to:s9105;distance:18208
from:s9105;to:s9106;distance:18210
from:s9106;to:s9107;distance:18212
from:s9107;to:s9108;distance:18214
from:s9108;to:s9109;distance:18216
from:s9109;to:s9110;distance:18218
from:s9110;to:s9111;distance:18220
from:s9111;to:s9112;distance:18222
from:s9112;to:s9113;distance:18224
